,username,mean,median,variance,number of tweets,Type of Data
803,JevonWilliamsVI,427.8,213.0,159952.16000000003,15,Skewed
804,JimCameron,2315.4210526315787,1474.0,4606659.717451524,19,Skewed
805,JimWilliamsCBS2,206.0,171.5,7745.5,4,Skewed
806,Jodiealicia27,291.0,199.0,25592.666666666668,3,Skewed
807,JoeAllenWC2,53.54545454545455,54.0,58.429752066115704,11,Symmetric
808,JoejuanW,489.84615384615387,318.0,185248.28402366865,26,Skewed
809,JoelTory,184.5,181.5,324.25,4,Symmetric
810,JohnBell,1587.7719298245613,1202.0,1898797.2286857497,57,Skewed
811,JohnBellNC,233.5,233.5,13340.25,2,Symmetric
812,JohnDeere,368.34090909090907,330.0,19701.429235537187,88,Skewed
813,JohnLahart,165.66666666666666,151.0,2124.222222222222,3,Symmetric
814,John_Hudson,340.7578947368421,192.0,95896.85717451523,95,Skewed
815,JohnnyGuirke,142.08333333333334,114.0,2957.743055555555,12,Skewed
816,Johnny_Wills0,133.0,133.0,0.0,1,Symmetric
817,JoiqueBell,1836.3333333333333,202.0,5651842.888888889,3,Skewed
818,JonoWilliams10,287.0,287.0,0.0,1,Symmetric
819,JordanTVNews,115.0,115.0,0.0,1,Symmetric
820,JoshuaBellMusic,197.5,173.0,5045.916666666667,18,Skewed
821,JumaaneWilliams,374.3070866141732,224.0,90265.7403434807,127,Skewed
822,JustinWilliams,1533.4666666666667,1578.0,1406549.982222222,15,Skewed
823,JusttNic,264.0,264.0,0.0,1,Symmetric
824,Jwillpart2,385.0,263.5,55417.0,8,Skewed
825,JxnFreePress,95.8,80.0,2601.9199999999996,25,Skewed
826,KGFTheFilm,378.3333333333333,403.0,8968.22222222222,3,Symmetric
827,KLW77_,278.5,278.5,5256.25,2,Symmetric
828,KTM_Racing,4486.0,4486.0,0.0,1,Symmetric
829,KWill_24,3397.0,3397.0,10686361.0,2,Symmetric
830,KWilliamsWTKR,159.0,159.0,0.0,1,Symmetric
831,KabbageInc,74.0,68.5,235.5,4,Skewed
832,KaggyFilms,1502.3030303030303,1316.0,152006.81726354454,33,Skewed
833,KaiCenat,1600.0,1443.5,538579.2666666667,30,Skewed
834,KaitMcAfee,2.4545454545454546,1.0,6.1570247933884295,22,Skewed
835,KamiiRL,214.83333333333334,209.0,2858.805555555556,6,Symmetric
836,KangHexin,390.3333333333333,100.0,179254.8888888889,3,Skewed
837,KarenBell,230.0,230.0,0.0,1,Symmetric
838,KarliBell33,164.66666666666666,153.5,2551.222222222222,6,Symmetric
839,KatCameron91,288.0,288.0,0.0,1,Symmetric
840,KateWilliamsme,232.93478260869566,178.5,17493.81096408318,184,Skewed
841,Katie_WJourno,584.0,584.0,0.0,1,Symmetric
842,KelWilliams21,211.33333333333334,239.0,2664.222222222222,3,Skewed
843,KennyWilliamsUK,234.3125,225.0,9724.08984375,16,Skewed
844,KeshMan_,536.6666666666666,627.0,54680.22222222222,3,Skewed
845,Khristina,213.5,191.0,7046.083333333333,12,Skewed
846,KillaCam_3_,263.7,275.5,5775.21,10,Symmetric
847,KimmyBOfficial,1184.0,1184.0,0.0,1,Symmetric
848,KindleIndia,855.75,620.5,394211.1875,4,Skewed
849,KingCountyMetro,68.0,58.5,837.4761904761905,42,Skewed
850,KingsDominionVA,197.3,199.0,196.61,10,Symmetric
851,Kirsty_Williams,220.16666666666666,166.0,10763.138888888889,6,Skewed
852,KrisWilliams,194.69724770642202,178.0,5301.880818112954,109,Skewed
853,KurleyRolandCam,146.0,146.0,0.0,1,Symmetric
854,Kylecam97,241.5,241.5,4970.25,2,Symmetric
855,Kyrenwilliams23,525.6086956521739,498.0,63157.36862003781,23,Skewed
856,LACOSTE_JAPAN,30.785714285714285,22.0,474.16836734693874,14,Skewed
857,LAWilliams30,142.0,142.0,0.0,1,Symmetric
858,LCWxDave,244.0,244.0,0.0,1,Symmetric
859,LFPress,76.26041666666667,63.0,1046.3592664930557,96,Skewed
860,LGSouthAfrica,244.41666666666666,213.5,24352.909722222223,24,Skewed
861,LGUS,82.39823008849558,67.0,2535.089200407236,113,Skewed
862,LHTechnik,1012.3333333333334,423.0,772792.8888888886,3,Skewed
863,LIFT_Labs,242.28205128205127,159.0,55098.202498356346,39,Skewed
864,LOOKMUMNOCMPUTR,1512.0,1512.0,85264.0,2,Symmetric
865,LUNAbar,131.75,134.5,816.6875,4,Symmetric
866,Lacoste,61.69892473118279,53.0,1135.8448375534742,93,Skewed
867,LanceHoyt,324.65748031496065,244.5,33281.28819207639,254,Skewed
868,LauraBellBundy,159.5,159.5,72.25,2,Symmetric
869,LauraleeB4real,477.7720588235294,387.5,105727.77892517301,136,Skewed
870,LaurelNBCMT,4814.0,4814.0,0.0,1,Symmetric
871,LaytonWilliams,291.9620253164557,223.5,31408.37830475885,158,Skewed
872,LeVeonBell,4576.593220338983,4040.0,17278581.224360816,177,Skewed
873,LeeHudson_,83.0,81.0,82.66666666666667,3,Symmetric
874,Lencare_In,452.61538461538464,505.0,36376.39053254438,13,Symmetric
875,Lenovo,134.21033210332104,100.0,7278.985280701516,271,Skewed
876,LenovoANZ,210.33333333333334,180.0,8897.555555555557,3,Symmetric
877,LenovoCanada,90.0,90.0,0.0,1,Symmetric
878,LenovoEducation,74.0,74.0,0.0,1,Symmetric
879,LenovoLegion,382.7687074829932,191.0,173951.72881669673,147,Skewed
880,LenovoLegionANZ,136.21428571428572,124.0,2143.4540816326526,14,Symmetric
881,Lenovo_Africa,804.0,689.0,101609.71428571429,7,Symmetric
882,Lenovo_ME,337.0,350.0,43946.0,3,Symmetric
883,Lenovo_in,742.1461538461539,543.5,402741.8324852071,130,Skewed
884,Lenovodc,157.33333333333334,189.0,2338.888888888889,3,Skewed
885,Leonardo_Astro,251.11764705882354,120.0,84214.92733564015,17,Skewed
886,LexiOHudson,116.5,116.5,240.25,2,Symmetric
887,LexieMayHudson,1039.5,1039.5,721650.25,2,Symmetric
888,Liamwilliamsko,205.16,170.0,8654.2944,25,Skewed
889,LifeatSAP,72.22,61.0,1018.9716000000001,50,Skewed
890,Lily4Liberty,234.0,200.0,12018.666666666666,3,Symmetric
891,LindseyEatoNews,130.79591836734693,90.0,7993.795085381092,49,Skewed
892,LindseyForPA,130.0,130.0,64.0,2,Symmetric
893,LisaDNews,111.36936936936937,16.0,16071.36807077348,111,Skewed
894,LittleGleeMonst,6831.5,6858.5,86792.91666666667,6,Symmetric
895,LiveAmp,998.390243902439,860.0,125063.5550267698,41,Skewed
896,LiveNationGSA,1576.5384615384614,758.0,2933054.556213018,13,Skewed
897,Lootrunnermario,307.78125,288.5,22804.4208984375,32,Skewed
898,LouisStaples,278.2952380952381,204.0,40070.13188208616,105,Skewed
899,LouisVuitton,8916.268292682927,6940.0,37366859.85484831,82,Skewed
900,LuchaAztecaAAA,50.0,50.0,0.0,1,Symmetric
901,LucyJo_Hudson,256.0,256.0,17956.0,2,Symmetric
902,Lufthansa_India,1023.3274336283185,647.0,601458.6449996086,113,Skewed
903,LunchBar_SA,292.6363636363636,179.0,48342.95867768594,11,Skewed
904,M0lly_Writes,122.79310344827586,94.0,4077.6813317479196,29,Skewed
905,MAS,490.4848484848485,397.0,51462.55280073462,33,Skewed
906,MAstartpath,49.0,49.0,0.0,2,Symmetric
907,MDOT_MetroDet,394.0,394.0,0.0,1,Symmetric
908,METROFMSA,194.39117265253137,157.0,10015.150315846868,2311,Skewed
909,METROHouston,76.77777777777777,69.5,769.1728395061729,18,Skewed
910,METRO_News,1831.5,846.5,5143126.25,4,Skewed
911,MFG_GM,185.6875,168.5,4408.83984375,16,Skewed
912,MHinfo_en,399.7151898734177,333.5,46185.089769267746,158,Skewed
913,MKWilliamsRome,177.59259259259258,152.0,4010.6858710562415,27,Skewed
914,MNPDNashville,132.34702258726898,94.0,10132.641382305444,487,Skewed
915,MO_Independent,168.0,168.0,0.0,1,Symmetric
916,MSBing_Dev,176.0,176.0,0.0,1,Symmetric
917,MSCloud,564.0588235294117,94.0,388460.0553633218,17,Skewed
918,MSEdgeDev,88.8,76.0,1296.3733333333332,75,Skewed
919,MSEduANZ,68.57142857142857,71.0,99.10204081632654,7,Symmetric
920,MSEducationUK,64.85106382978724,61.0,118.67994567677684,47,Symmetric
921,MSEurope,98.98,96.5,1238.0196,50,Skewed
922,MSFSofficial,433.125,427.5,52062.184375,80,Symmetric
923,MSFTBusinessUK,88.25,90.0,269.0625,16,Skewed
924,MSFTGameDev,87.15,64.5,1644.2275000000002,20,Skewed
925,MSFTImagine,63.0,59.5,141.11111111111111,36,Skewed
926,MSFTIssues,127.51515151515152,116.0,2846.128558310377,33,Skewed
927,MSFTMechanics,61.08403361344538,57.0,110.59798036861802,119,Skewed
928,MSFTReactor,97.0,97.0,100.0,2,Symmetric
929,MSFTResearch,90.06796116504854,69.0,2410.9759638043165,103,Skewed
930,MSFT_Business,115.17647058823529,81.0,3592.498269896194,17,Skewed
931,MSFT_Military,329.5,329.5,45582.25,2,Symmetric
932,MSFTnews,115.0,110.0,1738.888888888889,27,Skewed
933,MSIntune,82.15,74.0,696.0275,60,Skewed
934,MSMakeCode,65.85714285714286,61.0,163.265306122449,7,Skewed
935,MSPTNR_Innovate,74.0,74.0,400.0,2,Symmetric
936,MSPartnerLatam,104.0,104.0,2809.0,2,Symmetric
937,MSPowerApps,91.47058823529412,61.0,3177.7785467128024,17,Skewed
938,MSPowerAutomate,90.0,69.0,1828.2666666666667,15,Skewed
939,MSPowerBI,62.43283582089552,60.0,126.54399643573181,67,Skewed
940,MSTheater,261.2,134.5,73763.69333333333,90,Skewed
941,MS_ITPro,102.33333333333333,101.0,171.55555555555557,3,Symmetric
942,MS_ITProCA,80.0,80.0,0.0,1,Symmetric
943,MS_Ignite,99.11764705882354,90.0,2159.750865051903,51,Skewed
944,MTN180,115.28571428571429,101.5,1628.9183673469386,14,Skewed
945,MTNCameroon,135.0,135.0,0.0,1,Symmetric
946,MTNDEWGaming,289.1,178.5,65590.66777777777,90,Skewed
947,MTNGhana,132.63636363636363,107.0,4666.00826446281,484,Skewed
948,MTNNG,127.81111111111112,100.0,4995.864320987654,270,Skewed
949,MTNRwanda,111.58181818181818,98.0,1479.5887603305782,55,Skewed
950,MTNSwaziland,121.0,133.0,618.0,5,Skewed
951,MTN_Zambia,227.6,87.0,32465.439999999995,5,Symmetric
952,M_Hudson5,223.78571428571428,148.0,34163.16836734694,14,Skewed
953,Mainstreethfx,58.0,58.0,16.0,2,Symmetric
954,Maisie_Williams,6367.391304347826,3733.0,32540592.672967862,23,Skewed
955,Maister_SSB,436.1934306569343,273.5,175503.03922691674,274,Skewed
956,MajorWilliamsCA,210.3793103448276,197.0,6963.614744351961,29,Skewed
957,MakeAWishMNY,205.5,57.5,45570.0,8,Skewed
958,MalinsWorld,304.2,398.0,13381.76,5,Symmetric
959,MammothWhale,224.6,212.0,5798.64,5,Symmetric
960,MandyBell02,372.3720930232558,263.0,91130.80728321616,129,Skewed
961,MarcHudson,185.69565217391303,186.0,2808.037807183365,23,Symmetric
962,MarcKC_Green,133.1818181818182,134.0,634.1487603305786,11,Symmetric
963,MarcMcAfee,1.3555555555555556,1.0,2.362469135802469,45,Skewed
964,MarcusWilliams,445.27777777777777,352.0,131324.42283950615,18,Skewed
965,MarionRenault,94.66666666666667,87.0,917.5555555555555,3,Symmetric
966,MarkWi1liams,663.2857142857143,324.5,469542.0612244898,14,Skewed
967,MarlonWMusic,209.0,209.0,0.0,1,Symmetric
968,Martin1Williams,138.04545454545453,131.5,606.3161157024794,22,Skewed
969,MartyMargg1,274.63157894736844,254.0,12853.81163434903,19,Skewed
970,MaryBelkNC,56.0,56.0,0.0,1,Symmetric
971,Mastercard,166.58695652173913,104.5,26606.691713925647,138,Skewed
972,MastercardAP,140.625,104.0,12780.734375,16,Skewed
973,MastercardAU,520.5,520.5,201152.25,2,Symmetric
974,MastercardCA,76.74074074074075,57.0,1512.41426611797,27,Skewed
975,MastercardEU,142.22222222222223,118.0,11514.617283950618,18,Skewed
976,MastercardFdn,59.857142857142854,56.0,265.328798185941,126,Skewed
977,MastercardMEA,119.0,104.5,5631.5,4,Symmetric
978,MastercardNews,118.74117647058823,93.0,5362.12124567474,170,Skewed
979,MattWi77iams,175.14285714285714,168.0,1413.265306122449,7,Symmetric
980,MayoClinic,90.26275115919628,79.0,864.0515182425604,647,Skewed
981,McAfee,5.235804416403785,5.0,10.73067387972813,1268,Skewed
982,McAfee_Help,0.2877906976744186,0.0,0.27473465386695506,344,Skewed
983,McAfee_Home,6.217783505154639,5.0,26.337879623233075,776,Skewed
984,McAfee_Labs,4.583710407239819,4.0,9.374214287176759,221,Skewed
985,McAfee_UK,1.0,1.0,0.6666666666666666,6,Symmetric
986,McDMalaysia,4557.5,4557.5,12.25,2,Symmetric
987,McGrone_Strong,2438.0,2438.0,0.0,1,Symmetric
988,MeCookieMonster,3317.1521739130435,3207.5,3271911.4333648398,46,Skewed
989,MeLlamoTrevor,640.8962264150944,441.5,286149.1496084016,106,Skewed
990,MeatFreeMonday,77.35714285714286,64.0,1671.0153061224487,28,Skewed
991,MelissaBellCNN,108.0,108.0,0.0,1,Symmetric
992,MeltBarGrilled,322.0,95.0,110968.66666666667,3,Skewed
993,MerEaton,356.9238095238095,331.0,41094.37514739229,105,Skewed
994,MetLife,3.984848484848485,4.0,3.037649219467401,264,Symmetric
995,MetLifeStadium,53.514084507042256,41.0,5085.883604443563,142,Skewed
996,MetroBogota,145.0,50.0,18432.666666666668,3,Skewed
997,MetroBoomin,9996.73076923077,6502.5,101662629.55571991,78,Skewed
998,MetroByTMobile,72.4375,59.5,1019.55859375,32,Skewed
999,MetroChicago,87.67857142857143,72.5,2323.1466836734694,56,Skewed
1000,MetroRadioNews,83.74193548387096,60.0,3554.9656607700317,31,Skewed
1001,MetroRailKochi,59.34426229508197,56.0,226.3896801934964,61,Skewed
1002,MetroRailNagpur,53.65151515151515,50.0,123.9846189164371,66,Skewed
1003,MetroSchools,82.86127167630057,67.0,1841.8073440475794,173,Skewed
1004,MetroTVToday,82.0,82.0,0.0,1,Symmetric
1005,MetroTransitMN,69.18518518518519,59.0,701.8052126200275,81,Skewed
1006,MetroUK,94.62820512820512,76.0,2881.9087771203153,468,Skewed
1007,MetroUK_Life,87.25,85.0,519.1875,4,Symmetric
1008,MetroUS,60.4,54.0,248.24,5,Skewed
1009,MetroUnitedWay,82.16666666666667,62.0,1429.1388888888891,18,Symmetric
1010,MetroVideoGame,224.70639534883722,190.5,20403.980656773936,344,Skewed
1011,Metro_Bank,52.72727272727273,47.5,128.0165289256198,22,Skewed
1012,Metro_Ents,303.7671232876712,116.0,167077.9320698067,73,Skewed
1013,Metro_Sport,75.87394957983193,59.0,1776.9504978461975,119,Skewed
1014,Metro_TV,67.78571428571429,55.5,748.4540816326531,14,Skewed
1015,MichaelEmerson,326.63157894736844,308.0,22730.162511542014,57,Skewed
1016,Michelin,125.43478260869566,115.0,1205.7240075614368,23,Skewed
1017,MichelinGuideUK,134.0974358974359,117.5,2129.9546088099933,390,Skewed
1018,MichelinIndia,101.33333333333333,94.0,157.55555555555554,3,Skewed
1019,MichelinTyres,155.0,111.0,6150.923076923077,13,Skewed
1020,MichelinUSA,216.04166666666666,162.5,16388.623263888894,24,Skewed
1021,Michelin_Sport,136.94262295081967,121.0,2730.218019349637,122,Skewed
1022,MichelleHux,5158.333333333333,2745.5,28122414.72222222,12,Skewed
1023,MichelleLyEaton,66.0,67.0,8.666666666666666,3,Symmetric
1024,MickBarryTD,119.26086956521739,106.0,979.1493383742912,23,Skewed
1025,Microsoft,286.006993006993,218.0,40839.81113990904,429,Skewed
1026,Microsoft365,119.51724137931035,98.0,5226.433610780817,87,Skewed
1027,MicrosoftAPAC,323.0,323.0,69696.0,2,Symmetric
1028,MicrosoftASIA,88.61764705882354,89.0,354.94204152249137,34,Symmetric
1029,MicrosoftAU,152.6875,114.5,8282.21484375,16,Symmetric
1030,MicrosoftAfrica,373.6666666666667,99.0,167374.88888888885,3,Skewed
1031,MicrosoftDE,92.33333333333333,90.0,22.888888888888886,3,Skewed
1032,MicrosoftDesign,111.20370370370371,100.5,2285.014060356653,54,Skewed
1033,MicrosoftDevANZ,97.0,71.5,5018.333333333333,6,Skewed
1034,MicrosoftEDU,98.2336,81.0,2186.57263104,625,Skewed
1035,MicrosoftEdge,113.30232558139535,101.0,3734.3504597079504,43,Skewed
1036,MicrosoftEduCA,74.32142857142857,68.0,524.2895408163265,28,Skewed
1037,MicrosoftHelps,81.68181818181819,74.5,757.853305785124,44,Skewed
1038,MicrosoftIPC,105.0,105.0,0.0,1,Symmetric
1039,MicrosoftIndia,208.90384615384616,123.0,51284.77921597632,52,Skewed
1040,MicrosoftIoT,63.86666666666667,61.0,112.51555555555555,15,Skewed
1041,MicrosoftLearn,85.34328358208955,76.0,817.2702160837604,67,Skewed
1042,MicrosoftLife,131.17391304347825,131.0,3044.7523629489606,23,Symmetric
1043,MicrosoftNG,98.125,90.5,582.359375,8,Symmetric
1044,MicrosoftNZ,413.5,413.5,90300.25,2,Symmetric
1045,MicrosoftRI,158.0,158.0,0.0,1,Symmetric
1046,MicrosoftSA,64.42857142857143,57.0,129.95918367346937,7,Symmetric
1047,MicrosoftStore,189.22727272727272,116.0,27463.90289256198,88,Skewed
1048,MicrosoftTeams,95.38857938718662,80.5,1988.0314573133357,718,Skewed
1049,MicrosoftToDo,91.4862385321101,79.0,1370.6351317229187,109,Skewed
1050,MicrosoftUAE,60.0,60.0,36.0,2,Symmetric
1051,Microsoft_EDUFR,102.0,102.0,0.0,1,Symmetric
1052,Microsoft_SG,50.5,50.5,0.25,2,Symmetric
1053,Microsoft_Saudi,69.0,69.0,0.0,1,Symmetric
1054,Microsoftbe,52.0,52.0,0.0,1,Symmetric
1055,Microsoftea,555.6,156.0,320061.44,5,Symmetric
1056,Microsoftirl,69.84615384615384,64.5,357.1301775147929,26,Skewed
1057,MideaRACglobal,754.0,754.0,0.0,1,Symmetric
1058,Mike_P_Williams,260.0569105691057,189.0,26924.49269614647,123,Skewed
1059,MilestonesCa,223.28571428571428,217.0,5322.2040816326535,7,Symmetric
1060,MitsubishiHVAC,2.244186046511628,2.0,1.719442942130882,344,Symmetric
1061,MonsterArmy,166.0,166.0,144.0,2,Symmetric
1062,MonsterEnergy,260.5057692307692,220.0,13405.288428254438,520,Skewed
1063,MonsterEnergyAU,295.0,310.0,5024.0,9,Symmetric
1064,MonsterEnergyFI,289.0,289.0,0.0,1,Symmetric
1065,MonsterEnergyIT,266.0,266.0,0.0,1,Symmetric
1066,MonsterEnergyJP,569.7741935483871,391.0,208973.40062434963,31,Skewed
1067,MonsterEnergyUK,325.2,241.0,29242.360000000004,10,Skewed
1068,MonsterGaming,320.1941176470588,256.5,28604.874083044982,170,Skewed
1069,MonsterHigh,217.16666666666666,222.0,1689.361111111111,18,Symmetric
1070,MonsterJam,194.1891891891892,174.0,2992.9101533966395,37,Skewed
1071,MonsterJamGames,245.5,245.5,6806.25,2,Symmetric
1072,MonsterMusic,225.875,211.5,4379.671875,32,Skewed
1073,Monster_EU,397.0,277.0,79261.0,4,Skewed
1074,Monster_Hunter,398.7647058823529,278.0,125241.3564013841,17,Skewed
1075,Monster_Truck_,203.0,203.0,0.0,1,Symmetric
1076,MontanasBBQ,201.25,207.5,7115.354166666667,12,Symmetric
1077,Montel_Williams,270.76,211.0,24881.462399999997,25,Skewed
1078,Morgan_C_Ross,218.0,187.5,5034.333333333333,6,Skewed
1079,MortalShellGame,414.4222222222222,338.0,85538.33283950617,90,Skewed
1080,MotilalOswalAMC,5.669301712779974,4.0,39.91303653479286,759,Skewed
1081,Moto,98.2406015037594,94.0,1016.8594041494714,133,Skewed
1082,MotoSolutions,59.166666666666664,60.5,158.4722222222222,6,Symmetric
1083,MovieHooligan,205.75,201.0,6473.770833333333,48,Skewed
1084,MovistarBasket,2112.0,2112.0,1411344.0,2,Symmetric
1085,MovistarCine,855.0,855.0,0.0,1,Symmetric
1086,MovistarFutbol,1673.7142857142858,928.0,1494317.06122449,7,Skewed
1087,MovistarNBA,665.5,605.0,45279.125,16,Skewed
1088,MovistarPlus,1023.8,670.0,386629.36,5,Skewed
1089,MovistarSeries,504.0,482.0,2888.0,3,Skewed
1090,MovistarTenis,3780.0,3780.0,0.0,1,Symmetric
1091,Movistar_Riders,719.0,719.0,8281.0,2,Symmetric
1092,Movistar_Team,598.52,542.0,31708.329599999994,25,Skewed
1093,MovistareSports,1900.0,1900.0,0.0,1,Symmetric
1094,Mozziebites,163.5,162.0,47.25,4,Symmetric
1095,Mr4thAndLong,978.3333333333334,996.0,2596.6666666666665,9,Symmetric
1096,MrBarryWilliams,329.57894736842104,213.0,61053.08587257618,57,Skewed
1097,MrCISCOADLER,2.126315789473684,2.0,1.98404432132964,95,Symmetric
1098,MrCamW,386.1290322580645,338.0,60368.8220603538,31,Skewed
1099,MrRickyBell,291.6666666666667,236.0,27306.666666666668,9,Skewed
1100,MrRobBell,235.83333333333334,164.5,19160.47222222222,24,Skewed
1101,Mr_Camron,271.3333333333333,263.0,12094.88888888889,3,Symmetric
1102,MsBethWilliams,432.6666666666667,444.0,62841.555555555555,9,Symmetric
1103,MsftSecIntel,113.57377049180327,84.0,3869.031443160442,61,Skewed
1104,MumbaiMetro01,79.6969696969697,69.5,1519.0899908172635,66,Skewed
1105,My_Metro,65.95,60.0,517.9475,80,Skewed
1106,NA_official_jp,9528.414634146342,8854.0,7574844.340273647,41,Skewed
1107,NBFootball,3787.2702702702704,2977.0,5216419.314341368,111,Skewed
1108,NB_Baseball,3860.0,3860.0,0.0,1,Symmetric
1109,NC5PhilWilliams,232.0,193.0,13271.138461538461,65,Skewed
1110,NEFreeJacks,70.18811881188118,64.0,571.479462797765,101,Skewed
1111,NFLCharean,298.22222222222223,223.0,27985.50617283951,9,Skewed
1112,NFLTotalAccess,897.7594936708861,679.0,222695.3978529082,79,Skewed
1113,NFSNL,1171.4166666666667,1006.5,147372.24305555556,12,Skewed
1114,NH7,2.295373665480427,2.0,1.6672027963171694,281,Symmetric
1115,NRNonline,58.0,54.5,228.5,4,Symmetric
1116,NTVNewsColleen,518.8571428571429,312.0,141195.26530612246,7,Symmetric
1117,NYPost_Mets,484.1904761904762,456.0,32783.10657596372,21,Skewed
1118,NYSBA,97.44444444444444,101.0,537.358024691358,9,Symmetric
1119,NYTMetro,129.41666666666666,86.0,8032.82638888889,24,Skewed
1120,NafessaWilliams,539.6428571428571,394.5,275275.37244897964,14,Skewed
1121,NashvilleMWS,52.0,52.0,36.0,2,Symmetric
1122,NatGeo,2860.9789603960394,2494.0,1582285.698814761,808,Skewed
1123,NatGeoMag,2323.3333333333335,2236.0,283749.55555555556,3,Symmetric
1124,NatGeoTV,2364.6666666666665,1929.5,668544.2222222224,12,Skewed
1125,NataliaGoodwin,80.66666666666667,86.0,926.8888888888888,3,Symmetric
1126,NateBell4AR,374.5,283.5,57086.25,4,Skewed
1127,NessaWilliams,169.0,169.0,0.0,1,Symmetric
1128,NewBalanceUK,2678.5,2678.5,1193556.25,2,Symmetric
1129,NewsWithVictor,196.0,196.0,0.0,1,Symmetric
1130,NiamhSmythTD,110.33333333333333,114.0,374.88888888888886,3,Symmetric
1131,NickWilliams_98,859.6666666666666,536.0,677018.2222222224,6,Skewed
1132,Nico_Lang,148.71428571428572,127.5,5748.775510204081,28,Skewed
1133,NikemaWilliams,478.0,283.0,245574.31578947368,19,Skewed
1134,NoDunksInc,2470.0,2470.0,0.0,1,Symmetric
1135,NoLayingUp,1608.8386075949368,1346.5,543929.363192998,316,Skewed
1136,NoLieWithBTC,1699.4285714285713,1728.0,426106.53061224485,7,Symmetric
1137,NoSpinNews,1313.4375,1229.0,156853.12109375,16,Skewed
1138,NoStraightRoads,1105.857142857143,1077.0,32922.57959183674,35,Skewed
1139,NokiaCareers,206.0,206.0,441.0,2,Symmetric
1140,NokiaIndia,1410.6666666666667,445.0,2315516.222222222,3,Skewed
1141,NokiaMobile,463.3286219081272,410.0,54547.66939280051,283,Skewed
1142,NokiaOzo,277.0,277.0,0.0,1,Symmetric
1143,NokiamobileIN,249.69915254237287,213.0,9875.854406061475,236,Skewed
1144,Nosremetnarg,2.1470588235294117,1.5,4.301903114186851,34,Skewed
1145,Novartis,56.166666666666664,50.5,207.40555555555554,30,Skewed
1146,NovartisCanada,72.33333333333333,62.0,333.5555555555556,3,Skewed
1147,NovartisCancer,233.50746268656715,230.0,21519.473824905326,67,Skewed
1148,NovartisFDN,75.66666666666667,73.0,607.5555555555555,6,Symmetric
1149,NovartisGH,671.2222222222222,520.5,524539.2839506172,18,Skewed
1150,NovartisGene,70.8,63.0,514.96,5,Symmetric
1151,NovartisIndia,515.5,533.5,59041.25,8,Symmetric
1152,NovartisScience,101.61538461538461,91.0,1170.2366863905327,13,Skewed
1153,NovartisUS,215.0,215.0,0.0,1,Symmetric
1154,OBAlawyers,74.0,74.0,9.0,2,Symmetric
1155,OCallaghanJim,187.8,158.5,9597.759999999998,10,Skewed
1156,ODU,278.2121212121212,199.0,21265.01561065197,33,Skewed
1157,ORCLEnergyWater,804.7,796.5,1727.81,10,Symmetric
1158,OSBA,104.0,104.0,1296.0,2,Symmetric
1159,Office,97.0,80.5,2102.8571428571427,14,Skewed
1160,OfficeDepotMex,2.0,2.0,0.0,1,Symmetric
1161,OfficialDMRC,115.89703588143526,93.0,5508.513579357527,641,Skewed
1162,OfficialUPMetro,109.92307692307692,56.0,5488.994082840237,13,Skewed
1163,OldDominion,467.3501483679525,393.0,62034.50647623912,337,Skewed
1164,OllieW,219.0,219.0,0.0,1,Symmetric
1165,Oly245,213.28571428571428,156.0,18469.537414965987,21,Skewed
1166,Oman_Shell,75.66666666666667,74.0,5.5555555555555545,3,Skewed
1167,OnyxEquinoxShow,636.2727272727273,578.5,44998.652892561986,44,Skewed
1168,Opel,61.62841530054645,75.0,1322.3318701663234,366,Symmetric
1169,OpelDE,20.181818181818183,21.0,13.603305785123968,11,Skewed
1170,OpelIreland,2.778512396694215,3.0,3.0054886961273137,605,Skewed
1171,OpelItalia,6.0,6.0,0.0,1,Symmetric
1172,OpelSA,9.04421768707483,7.0,43.994643435605525,588,Skewed
1173,Opel_Nederland,4.4,4.0,0.8400000000000001,10,Skewed
1174,Opel_Spain,1.0,1.0,1.0,2,Symmetric
1175,OpenAtMicrosoft,106.16,77.0,3881.7344000000007,25,Skewed
1176,Oracle,1590.24,1392.0,430636.7424000001,25,Skewed
1177,OracleHealthSci,1245.6666666666667,1050.0,89776.22222222223,3,Skewed
1178,OracleParkSF,914.1764705882352,843.0,30534.262975778547,17,Skewed
1179,OracleRetail,1403.4285714285713,1211.0,198544.81632653062,7,Skewed
1180,Oracle_India,5098.666666666667,1258.0,31311402.88888889,3,Skewed
1181,OriginalFresca,1.8796296296296295,2.0,1.5132887517146774,216,Symmetric
1182,Oritse,306.6515151515151,198.0,53525.651285583095,66,Skewed
1183,Outlook,67.02272727272727,63.5,210.52221074380165,44,Skewed
1184,OwsWills,359.7758620689655,238.0,72295.438267935,174,Skewed
1185,PADI,71.05612998522895,69.0,1197.5847371647876,1354,Symmetric
1186,PDQFreshFood,102.0,72.0,5478.8,10,Skewed
1187,PMBhutan,166.82222222222222,141.0,7184.042469135803,135,Skewed
1188,PMStudiosUSA,295.90909090909093,295.0,29380.355371900823,22,Skewed
1189,PNBMetlife1,4.567708333333333,5.0,2.9641655815972228,192,Symmetric
1190,PNC06,68.5,68.5,56.25,2,Symmetric
1191,PNCArtsCenter,100.625,87.5,1329.484375,8,Skewed
1192,PNCBank,99.0,76.0,2032.6666666666667,3,Skewed
1193,PNCNews,146.5,105.0,13599.416666666666,24,Skewed
1194,PNCchampionship,179.92307692307693,142.0,14906.481262327414,39,Skewed
